,Yemen,Algeria,Chad,Mali,France,Mauritania,Niger,Egypt,Sudan,Dem. Rep. Congo,Uganda,Ethiopia,Kenya,Burundi,Tanzania,Rwanda,Thailand,Guinea,Madagascar,Djibouti,Somalia,Ghana,Comoros,Central African Rep.,Gambia,Sierra Leone,Lesotho,Liberia,Mozambique,Zambia,Nigeria,South Africa,eSwatini,Zimbabwe,Botswana,Togo,Tunisia,Angola,Cameroon,Eritrea,Morocco,Namibia,Congo,Guinea-Bissau,Iraq,S. Sudan,Papua New Guinea,Senegal,Côte d'Ivoire,Libya,Bahrain,Philippines,Syria,Turkey,Myanmar,Bangladesh,India,China,Pakistan,Afghanistan,Laos,Tajikistan,Lebanon,Uzbekistan,Kyrgyzstan,Solomon Islands,Israel,Iran,Malaysia,Russia,Spain,United Kingdom,Germany,Netherlands,Honduras,Azerbaijan,Armenia,Brazil,Indonesia,Sri Lanka,Mexico,Trinidad and Tobago,Bosnia and Herz.,Serbia,Croatia,Nepal,Colombia,Bhutan,Cambodia,Jordan,Saudi Arabia,Ecuador,Jamaica,Bolivia,Canada,Guatemala,Haiti,United States of America,Guyana,Peru,Argentina,Paraguay,Italy,Venezuela,El Salvador,Panama,Nicaragua,Kuwait,Ukraine,Malta,United Arab Emirates,Moldova,Romania,Qatar,Georgia,Albania,Macedonia,Burkina Faso,Belgium,Sweden,Australia,Benin,Austria,Poland,Dem. Rep. Congo,Dominica,S. Sudan,Myanmar,Russia
1996-02-29,0,95,0,0,0,0,8,36,119,97,150,0,0,57,0,0,0,0,0,0,10,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,5,0,0,0,0,14,0,27,27,5,36,0,13,231,0,55,9,0,0,0,25,0,0,99,2,0,0,0,0,2,0,0,0,119,0,0,0,0,0,8,17,0,135,0,0,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-03-31,0,26,0,0,0,0,0,0,0,68,187,0,0,152,0,0,0,27,0,0,24,0,0,0,0,121,0,1,0,0,1,54,0,0,0,0,0,0,0,2,0,0,0,0,4,0,12,0,0,0,0,33,0,56,180,2,75,0,7,185,0,65,11,0,0,0,37,0,0,867,1,0,0,0,0,1,0,0,0,274,6,0,0,0,0,17,43,0,496,0,0,0,0,0,0,1,0,0,0,15,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-04-30,0,56,0,0,0,0,0,25,26,52,79,0,0,483,0,38,0,0,0,0,140,0,0,0,0,9,0,305,0,0,80,9,0,0,0,0,0,0,1,0,0,2,0,0,6,0,6,0,0,0,0,59,0,496,17,0,63,0,3,389,0,5,142,0,0,0,0,0,0,334,0,0,0,0,0,0,0,8,0,313,0,0,0,0,0,3,115,0,57,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-05-31,0,48,0,0,0,0,0,3,40,253,86,0,0,1707,0,12,0,0,0,0,14,0,0,0,0,96,0,55,0,0,0,13,0,0,0,0,0,3,0,0,0,0,0,0,27,0,2,0,0,0,0,18,0,273,35,1,270,0,10,193,0,153,8,0,0,0,0,0,0,270,1,0,0,0,0,2,0,3,2,103,0,0,0,0,0,7,51,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-06-30,0,61,0,0,0,0,3,5,22,228,41,0,19,610,0,34,0,0,0,0,62,0,0,0,0,18,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,21,0,30,0,0,0,0,491,5,3,36,0,0,160,0,173,10,0,0,0,0,3,0,20,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0,4,13,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-07-31,0,24,0,0,0,0,0,7,5,1,304,2,0,1812,0,468,0,0,0,0,167,0,0,0,0,0,0,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,3,0,0,0,4,0,329,112,1,70,0,0,150,0,45,2,0,0,0,0,20,0,103,0,0,0,0,0,0,0,0,1,1836,1,0,0,0,0,3,23,0,21,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-08-31,0,58,0,0,0,0,0,21,5,2,135,0,0,397,0,285,0,0,0,0,182,0,0,0,0,10,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,452,0,0,2,0,0,0,7,0,285,11,3,34,0,12,88,0,30,5,0,0,0,0,0,0,687,0,0,0,0,0,0,0,0,1,290,23,0,0,0,0,9,152,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-09-30,0,22,0,0,0,0,0,16,84,908,135,0,0,229,0,0,0,0,0,0,14,0,0,0,0,19,0,46,0,0,2,12,0,0,0,0,0,0,0,0,0,0,0,0,29,0,18,0,0,0,0,0,0,414,25,31,24,0,1,554,0,4,5,0,0,0,66,11,0,3,0,1,0,0,0,0,0,0,2,728,1,0,0,0,0,2,167,0,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-10-31,0,63,0,0,0,0,0,20,23,11542,59,13,3,612,0,0,0,0,0,0,34,0,0,0,0,80,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,83,0,1,0,0,0,0,45,0,380,36,0,46,0,0,514,0,20,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,74,6,0,0,2,0,4,84,0,4,0,0,0,0,0,2,1,0,0,0,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-11-30,0,24,4,0,0,0,0,6,136,8739,246,0,0,647,0,2,0,0,0,0,38,0,0,0,0,122,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,42,0,11,0,0,0,0,7,0,268,13,0,67,0,5,645,0,17,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,80,0,5,0,0,0,0,0,0,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-12-31,0,85,0,0,0,0,3,3,50,8473,85,0,54,951,10,26,0,0,0,0,143,0,0,0,0,15,0,1006,0,0,0,0,0,0,0,0,0,4,0,12,0,0,0,0,139,0,14,0,0,0,0,0,0,85,11,0,149,0,0,94,0,48,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,111,0,0,0,0,0,9,32,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-01-31,0,28,2,0,0,0,0,6,841,3131,544,3,0,708,0,383,3,0,0,0,0,0,0,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,2,2,0,0,0,41,0,215,0,1,51,0,0,69,0,0,4,0,0,0,0,19,0,0,1,0,0,0,0,0,0,0,181,452,1,0,0,3,0,14,47,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-02-28,0,199,3,0,0,0,0,16,115,2139,5,0,0,128,0,37,0,0,0,0,18,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,13,55,4,56,3,0,182,0,0,10,0,0,0,0,3,0,0,3,1,0,0,0,0,0,0,180,44,5,0,0,0,0,7,67,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-03-31,0,116,0,22,0,0,0,0,1420,1119,12,3,101,254,0,159,0,0,0,0,11,0,0,0,0,110,0,0,0,0,22,5,0,0,0,0,0,7,0,0,0,0,0,0,1,0,0,32,0,0,0,18,0,142,11,2,152,0,1,243,2,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,2,6,200,0,0,0,0,0,0,119,0,16,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-04-30,0,34,0,0,0,0,0,4,252,1738,74,0,0,386,0,34,0,0,0,0,3,0,0,0,0,3,0,0,0,0,63,5,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,71,0,287,53,0,57,0,0,191,0,0,6,0,0,0,0,0,0,4,1,0,0,0,0,28,0,0,6,60,0,0,0,0,0,3,19,0,12,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-05-31,0,173,0,0,0,0,0,0,621,1534,19,0,0,469,0,2410,0,0,0,0,34,0,0,0,0,124,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,186,0,9,0,0,0,0,17,0,352,40,0,84,0,2,1553,0,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,23,106,4,0,0,1,0,5,26,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-06-30,0,47,2,0,0,0,0,8,2,309,122,0,28,76,0,847,0,0,0,0,9,0,0,0,0,156,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1068,0,116,0,0,0,0,0,0,85,0,313,120,0,125,0,9,605,0,9,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,10,4,426,0,0,0,0,0,5,74,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-07-31,0,81,0,0,0,0,12,10,94,97,81,3,9,582,3,707,0,0,0,0,0,0,0,0,0,193,0,0,0,0,1,5,0,0,0,0,0,17,0,0,0,0,0,0,1,0,0,3,0,0,0,29,0,259,155,0,121,0,6,177,0,0,7,0,0,0,16,0,0,9,1,0,0,0,0,0,0,0,5,105,0,0,0,0,0,4,119,0,71,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-08-31,0,61,0,0,0,0,0,5,455,1001,61,0,0,662,0,582,1,0,0,0,32,0,0,0,0,69,0,0,0,0,65,4,0,0,0,0,0,1,0,0,0,0,44,0,0,0,0,67,0,0,0,9,0,264,17,0,202,0,8,212,0,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,518,0,0,0,0,0,1,79,0,100,0,0,0,0,0,0,0,0,0,0,3,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-09-30,0,585,0,0,0,0,5,5,110,31,129,0,0,171,0,0,0,0,0,11,0,0,56,0,0,88,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,11,0,31,0,0,86,0,0,0,0,0,187,1,1,75,0,11,466,0,0,22,0,0,0,5,0,0,0,3,0,0,0,0,1,0,5,7,214,3,0,0,1,0,1,36,4,84,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-10-31,0,123,58,0,0,0,55,11,37,11,147,3,5,337,0,145,0,0,0,0,0,0,0,0,0,115,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,212,0,94,0,0,126,0,0,0,5,0,194,0,0,59,1,15,425,0,34,11,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,363,0,0,0,1,0,5,125,0,12,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-11-30,0,36,0,0,0,0,8,75,273,0,19,0,45,247,0,1161,0,0,0,0,9,0,0,0,0,95,0,3,0,0,18,3,0,0,0,0,0,0,0,0,0,0,3,0,98,0,1,37,0,0,0,15,0,173,115,6,124,0,0,58,0,0,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,181,0,0,0,3,0,0,80,0,20,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1997-12-31,0,125,62,0,0,0,0,3,216,22,76,0,7,33,0,451,3,0,0,0,0,0,0,0,0,221,0,1,0,0,41,0,0,0,0,0,0,24,0,0,0,0,2,0,113,0,0,13,0,0,0,5,0,93,15,2,177,0,0,98,0,0,8,0,0,0,0,0,0,0,1,1,0,0,0,0,0,12,2,233,45,0,0,0,0,3,64,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-01-31,0,201,0,0,0,0,0,0,1086,3,30,0,127,574,0,146,3,0,0,0,0,0,0,0,0,123,0,0,0,0,29,0,0,0,0,0,0,29,0,0,0,0,1,0,0,0,0,10,0,0,0,5,0,104,7,0,84,0,23,642,0,0,2,0,0,0,0,0,0,0,3,2,0,0,0,0,0,6,2,61,1,0,0,3,0,6,53,0,105,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-02-28,0,317,4,0,0,0,0,0,256,303,57,0,0,159,0,431,0,0,0,12,13,0,0,0,0,459,0,0,0,0,0,0,0,0,0,0,0,9,50,0,0,0,1,0,0,0,0,17,0,0,0,0,0,105,31,0,150,0,9,65,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,82,1,0,0,1,0,3,31,0,10,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-03-31,0,362,174,0,0,0,0,17,834,0,148,0,0,6,0,95,1,0,0,4,41,0,0,0,0,116,0,0,0,0,30,0,0,0,0,0,0,14,1,0,0,0,2,0,0,0,0,0,0,0,0,28,0,154,127,0,35,0,0,303,0,60,2,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,217,0,0,0,31,0,16,196,0,8,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-04-30,0,337,0,0,0,0,0,2,159,600,123,0,0,172,0,220,0,0,0,0,43,0,0,0,0,753,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,15,0,1,0,0,25,0,0,0,3,0,206,35,4,86,0,0,15,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,213,1,0,0,24,0,6,109,0,53,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-05-31,0,657,0,0,0,0,0,5,523,27,225,103,0,14,0,55,0,2,0,0,73,0,0,0,0,750,0,0,0,0,3,0,0,0,0,0,0,12,0,6,0,0,0,0,11,0,0,64,0,0,0,12,0,245,151,2,82,0,9,69,0,5,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,178,0,0,0,92,0,26,138,0,68,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-06-30,0,394,0,0,0,0,0,0,579,3,128,95,0,64,0,58,0,0,0,0,40,0,0,0,0,79,0,0,0,0,14,0,0,0,0,1,0,1,0,4,0,0,0,270,35,0,0,10,0,0,0,10,0,217,57,5,149,0,17,105,0,0,6,0,0,0,1,3,0,0,2,0,0,0,0,0,0,0,1,623,0,0,0,32,0,61,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-07-31,0,145,0,0,0,0,0,3,565,26,162,700,0,109,0,228,0,0,0,0,0,0,0,0,0,152,0,0,0,0,82,32,0,0,0,0,0,19,0,0,0,0,0,111,41,0,0,5,0,0,0,38,0,147,9,0,177,0,17,427,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,97,1,0,0,103,0,21,44,0,12,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-08-31,0,160,0,0,0,0,0,0,52,3076,69,0,22,117,0,143,0,0,0,0,0,0,0,0,0,124,0,0,0,0,70,1,0,0,0,3,0,65,0,0,0,0,7,0,6,0,0,80,0,0,0,5,0,263,15,0,270,0,17,7144,0,6,6,0,0,0,0,2,0,0,0,29,0,0,0,0,0,0,0,233,0,0,0,72,0,29,294,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-09-30,0,164,0,0,0,0,0,0,667,614,90,0,0,73,0,120,0,10,0,0,0,0,0,0,0,249,78,13,0,0,53,6,0,0,0,0,0,50,0,0,0,0,20,0,0,0,0,0,0,0,0,12,0,126,32,0,135,0,8,1169,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1068,0,0,0,85,0,15,50,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-10-31,0,296,0,0,0,0,0,0,154,109,13,11,147,41,0,18,8,0,0,0,0,0,0,0,0,358,0,0,0,0,25,0,0,0,0,0,0,216,0,0,0,0,51,106,0,0,8,67,0,0,0,7,0,189,30,5,155,0,3,632,0,0,6,0,0,0,2,2,0,2,0,0,0,0,0,0,0,0,17,323,0,0,0,21,0,56,175,0,12,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-11-30,0,78,0,0,0,0,0,2,56,1381,70,2,0,183,0,252,0,0,0,0,18,0,0,0,0,138,0,0,0,0,0,0,0,1,0,0,0,130,1,0,0,0,41,0,1,0,0,65,0,0,0,6,0,242,39,4,89,0,1,446,0,511,12,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,19,65,3,0,0,16,0,61,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1998-12-31,0,121,0,0,0,0,0,0,97,1308,69,0,0,210,0,0,0,0,0,0,69,0,40,0,0,1162,0,0,0,0,51,0,0,0,0,0,0,611,0,0,0,0,3359,0,1,0,0,0,0,0,0,6,0,54,9,1,133,0,0,1133,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,8,185,0,0,0,52,0,57,109,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-01-31,0,200,0,0,0,0,0,0,427,600,31,31,18,390,0,0,0,0,0,1,103,0,0,0,0,2810,0,0,0,0,9,12,0,0,0,0,0,217,0,0,0,0,248,0,5,0,0,0,0,0,0,13,0,62,45,2,100,0,16,162,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,123,0,0,0,89,0,29,378,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-02-28,0,96,126,0,0,0,0,0,88,237,59,12,0,120,0,0,0,0,0,0,0,0,0,0,0,370,0,0,0,0,15,0,0,0,0,0,0,206,0,15068,0,0,21,45,0,0,0,0,0,0,0,10,0,91,31,3,120,0,0,3,0,0,14,16,0,0,0,0,0,0,0,0,0,0,0,0,0,14,52,118,0,0,0,4,0,19,210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-03-31,0,124,28,0,0,0,0,0,162,1146,80,3,135,50,0,0,0,0,0,0,40,0,0,0,0,365,0,0,0,0,1,0,0,1,0,0,0,349,0,2000,0,0,8,0,1,0,48,1,0,0,0,13,0,95,25,0,127,0,0,47,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,3,193,62,0,0,0,442,0,49,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-04-30,0,86,0,0,0,0,0,0,292,430,73,0,0,104,0,0,0,0,0,18,22,0,0,0,0,377,0,0,0,0,105,0,0,0,0,0,0,252,0,0,0,0,6,0,166,0,0,21,0,0,0,1,0,106,55,0,88,0,0,113,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,293,61,0,0,0,659,0,15,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,6,0,0,0,0,0,0,0,0,0,0,0,0
1999-05-31,0,131,0,0,0,0,0,0,176,792,71,311,0,160,0,0,1,13,0,2,57,0,0,0,0,106,0,0,0,0,113,0,0,0,0,0,0,148,0,1,0,0,50,74,6,0,0,6,0,0,0,10,0,185,44,1,137,0,0,720,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,58,83,0,0,0,351,0,31,92,0,0,0,0,0,0,0,0,0,11,0,0,9,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-06-30,0,43,0,0,0,0,0,0,52,519,0,30004,15,43,0,0,0,0,0,0,50,0,0,5,0,6,0,0,0,0,46,0,0,0,0,0,0,157,0,0,0,0,311,0,12,0,0,0,0,0,0,30,0,154,20,1,279,0,2,130,0,0,7,0,0,0,0,1,0,6,0,0,0,0,0,4,0,0,26,104,0,0,0,9,0,26,157,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-07-31,0,47,0,30,0,0,0,0,454,588,148,311,40,55,0,0,0,0,0,4,23,0,0,0,0,33,0,0,0,0,416,7,0,0,0,0,0,305,0,0,0,0,91,0,40,0,0,2,0,0,0,0,0,186,36,2,452,0,15,480,0,0,2,0,0,0,0,12,0,4,0,0,0,0,0,0,0,14,150,43,0,0,0,0,0,23,265,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-08-31,0,98,0,9,0,0,0,0,5,1127,21,36,0,120,0,0,0,0,0,0,22,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,94,7,0,156,0,6,988,0,0,9,0,3,0,0,0,0,210,0,0,0,0,0,0,0,4,86,94,0,0,0,0,0,10,149,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-09-30,0,75,0,0,0,0,0,4,15,742,215,0,0,273,0,0,0,0,0,0,68,0,0,0,0,5,0,25,0,0,23,0,0,0,0,0,0,77,0,0,0,0,61,0,1,0,0,0,0,0,0,9,0,86,25,1,222,0,9,615,0,0,5,0,11,0,0,0,0,420,0,0,0,0,0,0,0,7,394,329,0,0,0,0,0,33,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-10-31,0,89,0,20,0,0,0,0,64,138,2,0,0,257,0,0,0,0,0,0,27,0,0,0,0,30,0,20,0,0,25,0,0,0,0,0,0,112,0,0,0,0,4,0,0,0,0,0,0,0,0,5,0,12,32,1,151,0,9,769,0,3,2,0,0,0,0,0,0,356,0,0,0,0,0,0,0,6,204,252,0,0,0,0,0,10,100,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-11-30,0,32,237,0,0,0,0,0,0,293,23,2,0,154,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,47,0,0,0,0,0,0,158,0,0,0,0,8,0,7,0,0,0,0,0,0,49,0,15,15,1,138,0,0,124,0,0,8,23,0,0,0,2,0,178,0,0,0,0,9,0,0,1,103,250,0,0,0,2,0,19,135,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1999-12-31,0,123,3,0,0,0,0,0,20,449,259,0,0,97,0,29,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,8,0,0,0,0,1,0,0,0,11,0,26,15,2,129,0,0,69,0,0,5,0,0,0,2,3,0,507,0,0,0,0,0,0,0,26,655,327,0,0,0,0,0,31,144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000-01-31,0,148,187,0,0,0,0,3,8,994,173,0,7,292,0,0,0,31,0,0,11,0,0,0,0,9,0,44,0,1,6,0,0,0,0,0,0,36,0,0,0,10,0,0,0,0,3,1,0,0,0,22,0,12,81,0,217,0,5,54,2,0,10,0,0,0,0,4,0,366,1,0,0,0,0,0,0,6,188,146,0,0,0,0,0,67,373,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
2000-02-29,0,139,283,0,0,0,0,0,46,142,22,0,135,189,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,1850,0,0,0,0,0,0,50,0,0,0,43,0,0,0,0,0,6,0,0,0,164,0,0,86,0,255,0,9,157,0,0,6,0,0,0,0,13,0,1366,2,0,0,0,0,0,0,25,48,31,0,0,0,0,0,74,387,0,1,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
