,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cambodia (Kampuchea),Cameroon,Canada,Central African Republic,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,DR Congo (Zaire),Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,France,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,India,Indonesia,Iran,Iraq,Israel,Italy,Ivory Coast,Jamaica,Jordan,Kenya,Kingdom of eSwatini (Swaziland),Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar (Malagasy),Malaysia,Mali,Malta,Mauritania,Mexico,Moldova,Morocco,Mozambique,Myanmar (Burma),Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,North Macedonia,Pakistan,Panama,Papua New Guinea,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia (Soviet Union),Rwanda,Saudi Arabia,Senegal,Serbia (Yugoslavia),Sierra Leone,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Venezuela,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia),Antigua & Barbuda,Barbados,Belize,Costa Rica,Dominica,Dominican Republic,Greece,Malawi,
1992-10-31,150,0,33,32,0,0,0,0,7,0,0,0,0,0,0,1660,0,0,0,0,11,0,0,0,1,0,66,0,0,0,0,0,0,1,0,0,0,0,0,68,0,0,2,0,0,0,0,0,195,2,0,389,7,0,0,0,0,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,49,21,0,0,0,0,12,0,0,0,0,7,0,92,34,0,0,0,0,0,0,32,0,19,0,0,89,0,0,261,200,0,0,182,0,0,0,0,0,305,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1992-11-30,0,0,33,23,0,0,0,0,51,0,0,0,0,0,0,1270,0,0,0,0,2,10,0,0,0,0,152,0,2,7,0,10,0,0,0,0,0,0,0,39,0,0,4,0,0,0,0,0,80,0,0,4,4,0,0,0,0,0,0,0,0,0,6,0,1,0,0,0,0,0,0,6,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,126,51,0,0,0,0,0,0,9,0,7,0,0,45,0,1,198,1000,0,0,51,0,0,0,0,0,69,0,0,0,8,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0
1992-12-31,190,0,41,3,0,78,0,0,28,0,0,0,0,0,0,1188,0,0,0,0,46,0,0,0,0,0,67,0,0,3,0,5,0,4,0,0,0,0,0,57,0,0,6,0,2,0,0,0,424,35,0,7,11,0,0,0,1,26,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,17,8,0,0,0,0,3,0,13,0,36,0,0,42,0,0,128,380,0,0,3021,0,0,0,0,0,68,0,0,0,2,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0
1993-01-31,122,0,36,1934,0,0,0,0,22,0,3,0,0,0,0,1071,0,0,0,0,10,0,0,0,45,0,25,0,0,220,24,70,0,1,0,0,0,0,0,39,0,2,1,0,0,0,0,0,98,0,1,1,4,0,0,0,0,0,0,0,0,0,5,0,18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,0,0,5,0,7,0,69,2,0,0,0,0,311,0,18,0,203,0,270,36,0,1,91,209,0,0,6,0,0,24,0,0,83,0,0,0,2,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0
1993-02-28,557,0,35,873,0,0,0,0,98,0,6,0,0,0,0,669,0,0,0,0,7,0,0,0,4,0,51,0,0,0,0,20,0,1,0,0,0,0,0,5,0,0,6,0,0,0,0,0,36,2,14,48,5,0,0,0,0,3,0,0,0,0,12,0,13,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,7,0,0,0,11,0,47,99,0,0,0,0,522,0,53,0,50,0,114,50,0,0,22,340,0,0,0,0,0,0,0,0,45,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
1993-03-31,30,0,101,148,0,0,0,0,10,0,21,0,0,0,0,401,0,0,0,14,83,0,0,0,62,0,14,0,0,6,0,75,0,42,0,0,0,0,0,166,0,0,3,0,0,0,0,0,18,4,10,31,4,0,0,0,0,0,0,0,0,0,12,0,14,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,14,0,8,12,0,0,0,0,9,0,80,0,78,0,23,65,0,1,46,1317,0,0,0,0,0,0,0,0,84,0,0,0,9,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1993-04-30,37,0,62,1,0,15,0,0,86,0,6,0,0,0,0,1569,0,0,0,0,4,0,0,2,104,0,56,0,0,9,0,63,0,3,0,0,0,0,0,33,0,0,8,0,0,0,0,0,115,0,10,0,4,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,19,51,0,0,0,0,0,0,108,0,12,0,0,41,0,0,100,1379,0,0,177,0,0,0,0,0,30,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1993-05-31,1034,0,71,40,0,0,0,0,20,0,6,0,0,0,0,1248,0,0,0,0,27,11,0,1,4,0,29,0,0,1,0,8,0,4,0,0,0,0,0,21,0,0,17,0,0,0,0,0,167,0,19,0,18,0,0,0,0,0,0,0,0,0,5,0,200,0,0,0,0,0,0,7,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,68,46,0,0,0,0,0,0,2,0,0,0,20,78,0,0,77,110,0,0,52,0,0,0,0,0,154,0,0,0,2,0,0,8,0,1,0,0,0,0,0,0,0,0,0,0
1993-06-30,51,0,44,547,0,0,0,0,99,0,0,0,0,0,0,2564,0,13,0,0,19,0,0,1,0,0,3,0,0,6,0,0,0,3,0,0,0,0,0,43,0,0,6,0,0,0,0,0,81,0,0,0,2,0,0,0,0,0,0,0,0,0,12,0,600,0,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,0,2,0,12,30,0,0,0,0,10,0,20,0,21,0,0,48,0,7,40,213,0,0,0,0,0,0,0,0,278,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1993-07-31,372,0,58,1397,0,11,0,0,378,0,0,0,0,0,0,2472,0,8,0,0,19,0,0,0,0,0,2,0,2,6,4,52,0,11,0,0,0,0,0,888,0,0,2,0,0,0,0,0,189,12,0,5,7,0,1,0,0,164,0,0,0,0,77,0,2,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,62,0,0,0,0,0,18,3,0,0,0,0,0,0,1,0,9,0,0,220,0,0,89,828,0,0,422,0,1,0,0,0,374,0,0,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1993-08-31,272,0,47,1014,0,11,0,0,83,0,0,0,0,0,0,814,0,21,0,0,138,0,0,0,3,0,20,0,0,7,0,0,0,4,0,0,0,0,0,2,0,0,6,0,0,0,0,0,243,0,4,0,4,0,0,0,0,33,0,0,0,0,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,37,0,31,0,1,0,81,31,0,0,0,0,0,0,0,0,48,0,0,60,0,0,53,162,0,0,207,0,0,0,0,0,491,0,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1993-09-30,75,0,77,619,0,0,0,0,5,0,0,0,0,0,0,960,0,0,0,0,59,0,0,0,0,0,47,0,0,113,4,38,0,11,0,0,26,0,0,436,0,0,5,0,0,0,1,0,335,0,85,113,9,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,988,0,6,0,0,0,50,0,0,0,0,2,0,0,0,0,63,0,4,42,0,0,550,45,0,0,37,0,0,0,0,0,353,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1993-10-31,168,0,63,170,0,0,0,0,0,0,0,0,0,0,0,591,0,0,0,6887,14,0,0,0,1,0,13,0,0,2,0,0,0,2,0,0,36,0,0,122,0,0,15,0,0,0,0,0,50,0,0,50,8,0,0,0,0,73,0,0,0,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,51,13,0,0,0,138,0,0,0,0,8,0,26,67,0,1,15,0,0,0,82,0,0,0,0,0,536,0,0,0,13,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1993-11-30,306,0,82,275,0,0,0,0,4,0,0,0,0,0,0,643,0,0,0,274,43,0,0,0,0,0,17,0,39,2,1,3,0,2,0,0,0,0,0,53,0,0,1,0,0,0,0,0,186,0,2,26,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,74,0,1,0,75,0,0,51,0,2,918,5,0,0,1,0,0,0,0,0,185,0,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1993-12-31,23,0,109,8,0,0,0,0,387,0,1,0,0,0,0,716,0,0,0,91,15,36,0,0,0,0,17,0,16,1,0,5,0,18,0,21,0,0,0,0,0,0,5,0,0,0,36,0,128,0,0,94,15,0,0,0,0,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,0,0,1,23,0,0,0,0,0,90,0,0,0,0,0,2,11,0,0,0,0,0,0,0,0,72,0,0,64,0,0,83,329,0,0,57,0,0,0,0,0,146,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1994-01-31,1271,0,62,247,0,0,0,0,912,0,23,0,0,0,0,1205,0,14,0,1,28,23,0,0,231,0,55,0,13,0,0,2,0,11,0,0,0,0,0,0,0,0,6,0,0,0,0,0,193,0,0,60,9,0,0,0,0,6,0,0,0,0,6,0,51,0,0,0,0,0,0,100,0,0,0,8,0,0,0,0,7,0,0,3,0,0,0,17,4,0,0,0,0,0,0,0,0,134,0,0,18,0,0,4,436,0,0,0,0,0,0,0,0,302,0,0,0,1,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0
1994-02-28,260,0,112,432,0,0,0,0,73,0,0,0,0,0,0,771,0,14,0,11,296,56,0,0,0,0,23,0,3,0,2,0,0,29,0,0,56,0,0,0,0,2004,0,0,0,0,6,0,60,0,0,12,10,0,0,0,0,1,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,5,0,0,0,147,0,30,68,0,1,20,312,0,0,4,0,0,0,0,0,120,30,0,0,1,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0
1994-03-31,226,0,315,3,0,0,0,0,77,0,0,0,0,0,0,512,0,3,0,231,10,11,0,0,0,0,46,0,0,0,37,0,0,21,0,0,0,0,0,0,0,0,6,0,0,0,0,0,46,1,0,33,18,0,0,0,0,21,0,0,0,0,22,0,282,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,13,0,17,0,1,4,0,0,0,0,25,0,0,0,198,0,0,228,0,0,104,2,0,0,3,0,0,0,0,0,293,14,0,0,1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1994-04-30,481,0,164,59,0,0,0,0,306,0,2,0,0,0,0,740,0,0,0,0,13,0,0,0,0,0,0,0,1,0,0,2,0,20,0,0,0,0,0,0,0,0,6,0,0,0,26,0,70,1,1,1,15,0,0,0,0,0,0,0,0,0,11,0,59,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4,0,0,0,146,15,0,0,0,0,630417,0,0,0,90,0,30,116,0,3,8,40,0,0,0,0,0,0,0,0,580,0,0,0,4,0,0,0,180,0,0,0,0,0,0,0,0,0,0,0
1994-05-31,148,0,144,316,0,0,0,0,107,0,0,0,0,0,0,293,0,0,0,0,4,2,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,136,1,0,2,11,0,0,0,0,0,0,0,0,0,3,0,40,0,0,0,29,0,0,0,0,0,0,491,0,0,0,0,23,6,0,23,0,0,0,38,0,0,0,0,0,16202,0,0,0,357,0,8,11,0,1,25,1,0,0,0,0,0,0,0,0,461,0,0,0,3,0,0,2,468,0,0,0,0,0,0,0,0,0,0,0
1994-06-30,393,0,116,1133,0,30,0,0,0,0,6,0,0,0,0,434,0,0,0,165,4,0,0,0,126,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,105,0,0,21,0,0,0,0,0,5,0,0,0,0,38,0,32,0,0,0,363,0,0,5,0,0,0,79,0,0,0,0,0,17,0,1,0,0,0,6,97,0,0,0,180,2101,0,0,0,149,0,18,4,0,1,46,0,0,0,30,0,0,0,0,0,263,5,0,0,0,0,0,6,354,0,0,0,0,0,0,0,0,0,0,0
1994-07-31,187,0,65,113,86,0,0,0,2,0,0,0,0,0,0,329,0,0,0,14,8,0,0,0,100,0,152,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,12,0,247,0,0,74,6,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,118,0,0,0,0,0,0,5,0,0,0,0,0,3,0,10,0,0,0,16,7,0,0,0,0,770,0,0,0,188,0,8,15,0,3,11,0,0,0,82,0,1,0,0,0,553,15,0,0,1,0,0,5,70,0,0,0,0,0,0,0,0,0,0,0
1994-08-31,276,0,96,355,0,0,0,0,0,0,0,0,0,0,0,232,0,0,0,50,5,0,0,0,39,0,46,0,0,0,0,109,0,12,0,0,1,0,0,0,0,0,5,0,0,0,0,0,216,0,15,217,5,0,0,0,0,1,0,0,0,0,19,0,40,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,14,3,0,7,0,1,0,8,36,0,0,0,0,5156,0,0,0,178,0,0,0,0,1,79,0,0,0,65,0,0,0,0,0,440,9,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1994-09-30,483,0,166,87,0,0,0,0,2,0,0,0,0,0,0,291,0,0,0,53,41,10,0,0,0,0,2,0,0,0,0,33,0,23,0,0,0,0,0,0,0,0,17,0,0,0,0,0,114,4,0,2,3,0,4,5,0,0,0,0,0,0,2,0,495,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,0,15,0,1,0,42,6,0,0,0,6,2,0,0,0,37,0,0,11,0,0,160,0,0,0,172,0,0,0,0,0,336,4,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1994-10-31,215,0,210,434,0,0,0,0,10,0,1,0,0,0,0,667,0,0,0,229,63,0,2,0,0,0,30,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,10,0,0,0,0,0,63,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,114,0,0,0,89,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,12,85,0,0,0,58,12,0,0,0,109,0,42,25,0,0,13,165,0,0,1,0,0,0,0,0,392,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1994-11-30,105,0,283,119,0,0,0,0,0,0,0,0,0,0,0,903,0,0,0,37,27,0,0,0,0,0,44,0,0,0,0,8,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,72,0,0,1,9,0,0,0,0,0,0,0,0,0,8,0,236,0,0,0,46,0,0,0,0,0,1,7,0,0,0,0,0,0,0,45,0,2,0,33,0,0,0,0,58,64,0,0,0,216,0,93,6,0,0,13,0,0,0,0,0,0,0,0,0,253,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1994-12-31,16,0,168,9,0,0,0,0,0,0,0,0,0,0,0,510,0,1,0,54,2,0,1,0,0,0,17,0,1,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,1,0,474,0,0,0,0,0,0,0,0,0,0,18,0,48,0,0,0,32,0,0,0,0,0,1,34,0,0,0,0,0,0,0,18,0,0,0,50,52,0,0,0,183,10,0,0,0,66,0,131,1,0,1,41,0,0,0,9,0,0,0,0,0,90,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1995-01-31,294,0,154,14,0,0,0,0,4,0,0,0,0,0,0,187,0,0,0,93,129,0,1,0,0,0,15,0,0,0,0,0,7,56,0,0,0,0,0,0,0,0,4,0,0,0,0,0,70,14,0,54,30,0,0,0,0,12,0,0,0,0,23,0,22,0,0,0,4,0,0,1,0,0,0,19,0,0,0,0,0,0,0,3,0,0,0,18,55,0,0,0,147,19,0,5,0,313,0,39,7,0,2,3,126,0,0,0,0,0,0,0,0,101,15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-02-28,129,0,188,48,0,0,0,0,0,0,1,0,0,0,0,156,0,0,0,19,216,0,2,0,0,0,12,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,72,1,0,303,0,0,0,0,0,0,0,0,0,0,10,0,37,0,0,0,0,0,0,4,0,0,0,69,0,0,0,0,0,0,0,3,0,4,0,29,0,0,0,0,235,2,0,3,0,402,0,11,9,0,0,0,7,0,0,3,0,4,0,0,0,249,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
1995-03-31,756,0,829,59,0,5,0,0,51,0,1,0,0,0,0,307,0,10,0,711,60,0,0,0,0,0,33,0,0,1,10,3,0,9,0,0,0,0,0,10,0,150,4,0,0,0,0,0,72,0,0,463,3,0,5,0,0,0,0,0,0,0,5,0,419,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,9,0,0,15,0,0,0,26,8,0,0,0,124,0,0,11,0,337,0,78,11,0,0,0,3,0,0,3,0,0,0,0,0,225,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1995-04-30,1027,0,230,8,0,0,0,0,0,0,0,0,0,0,0,353,0,0,0,77,62,0,0,0,5,0,54,0,0,0,0,0,0,3,0,0,2,0,0,0,0,5,1,0,0,0,0,0,70,0,0,42,21,0,0,0,0,0,0,0,0,0,8,0,316,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,1,0,0,0,3,90,0,0,0,291,4066,0,12,0,272,0,51,0,0,2,204,0,0,0,200,0,2,0,0,0,461,315,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-05-31,1044,0,243,5,0,0,0,0,0,0,0,0,0,0,0,681,0,0,0,14,30,0,0,0,24,0,50,0,0,266,0,1,0,19,0,0,0,0,0,2,0,0,0,0,0,0,0,0,144,14,0,104,0,0,0,0,0,0,0,0,0,0,12,0,113,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,30,0,0,0,25,11,0,0,0,161,0,0,0,0,102,0,19,13,0,0,369,2,0,0,3,0,3,0,0,0,278,22,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1995-06-30,321,0,91,8,0,0,0,0,0,0,5,0,0,0,0,460,0,0,0,80,12,0,0,0,6,0,8,0,0,1,1,85,0,48,0,0,4,0,0,40,0,0,5,0,0,0,0,0,57,6,0,10,7,0,32,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,17,0,0,0,43,0,0,0,0,0,0,0,64,0,5,0,9,5,0,0,0,220,0,0,10,0,302,0,2,17,0,2,488,85,0,0,15,0,0,0,0,0,637,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1995-07-31,239,0,184,3,0,0,0,0,0,0,0,0,0,0,0,13659,0,0,0,57,108,0,0,0,0,0,53,0,0,1,0,289,0,12,0,0,0,8,0,0,0,0,2,0,0,0,0,0,87,8,0,125,6,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,27,0,0,6,0,0,0,58,0,0,0,0,37,2,0,42,0,273,0,58,3,0,0,908,147,0,0,38,0,0,0,0,0,482,13,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1995-08-31,280,0,207,11,0,0,0,0,0,0,1,0,0,0,0,260,0,9,0,53,27,0,3,0,17,0,79,0,0,682,7,0,0,26,0,0,0,0,0,0,0,0,9,0,0,0,0,0,101,0,0,70,6,0,0,0,0,0,0,0,0,0,12,0,29,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,29,1,0,0,0,2,0,0,6,0,0,0,33,1,0,9,0,183,0,38,0,0,0,153,23,0,0,1,0,0,0,0,0,264,138,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1995-09-30,129,0,177,4,0,0,0,0,0,0,3,0,0,0,0,792,0,10,0,41,22,0,4,0,1,0,43,0,2,12,0,25,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,0,126,0,0,0,0,0,0,0,0,0,0,6,0,20,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,2,0,0,2,0,0,0,0,8,0,0,0,24,114,0,6,0,148,0,22,0,0,0,204,20,0,0,2,0,0,0,0,0,435,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1995-10-31,645,0,238,10,0,2,0,0,0,0,2,0,0,0,0,309,0,0,0,279,2,0,0,0,0,0,22,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,102,0,0,97,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,1,31,0,0,0,0,0,0,0,2,0,4,0,12,0,0,0,0,69,13,0,15,0,95,0,74,4,0,0,1243,92,0,0,21,0,3,0,0,0,354,21,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1995-11-30,406,0,98,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,995,4,0,0,0,0,0,23,0,0,0,0,40,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,51,1,15,49,3,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,54,15,0,56,0,43,0,17,0,0,0,983,215,0,0,7,0,0,0,0,0,82,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0
1995-12-31,148,0,214,21,0,0,0,0,0,0,1,0,0,0,0,6,0,10,0,160,16,0,1,0,0,0,29,0,0,0,0,83,0,12,0,0,12,0,0,0,0,0,1,0,0,0,0,0,39,0,0,21,1,0,0,0,0,44,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,12,0,26,0,0,0,0,491,0,0,0,0,428,0,35,56,0,7,322,431,0,0,4,0,0,0,0,0,82,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1996-01-31,108,0,139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93,92,0,0,0,0,0,44,0,1,0,0,12,0,7,0,0,17,0,0,0,0,0,4,0,0,0,0,0,94,15,0,3,4,0,5,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,4,0,13,0,1,0,0,12,0,0,0,323,0,0,0,0,41,0,111,12,0,0,151,2049,0,0,2,0,1,0,0,0,74,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1996-02-29,231,0,95,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,57,135,5,0,0,0,0,17,0,0,0,0,97,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,5,25,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,27,0,8,0,0,8,0,0,13,0,5,0,16,14,0,0,0,99,0,0,0,0,79,0,10,0,0,2,119,119,0,0,55,0,0,0,0,0,27,150,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1996-03-31,185,0,26,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,152,496,0,0,0,0,0,43,0,0,0,0,68,0,0,0,2,0,0,0,0,0,0,1,27,0,0,0,0,75,0,0,4,37,0,0,0,0,0,0,0,0,0,11,0,1,0,0,0,0,0,0,6,0,0,0,180,0,17,0,0,0,1,0,7,0,12,0,15,33,0,0,0,867,0,0,0,0,121,0,24,54,0,1,274,0,0,0,65,0,0,0,0,0,56,187,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0
1996-04-30,389,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,483,57,1,0,0,0,0,115,0,0,0,0,52,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,6,0,0,0,0,0,0,0,0,0,0,142,0,305,0,0,0,0,0,0,0,0,0,0,17,2,3,0,0,0,80,0,3,0,6,0,4,59,0,0,0,334,38,0,0,0,9,0,140,9,0,0,313,26,0,0,5,0,0,0,0,0,496,79,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
1996-05-31,193,0,48,3,0,0,0,0,2,0,1,0,0,0,0,0,0,3,0,1707,17,0,0,0,0,0,51,0,0,0,0,253,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,270,2,0,27,0,0,0,0,0,0,0,0,0,0,8,0,55,0,0,0,0,0,0,0,0,0,0,35,0,7,0,0,0,0,0,10,0,2,0,0,18,0,0,0,270,12,0,0,0,96,0,14,13,0,1,103,40,0,0,153,0,0,0,0,0,273,86,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
1996-06-30,160,0,61,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,610,14,0,0,0,0,0,13,0,0,0,0,228,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,3,34,0,0,30,0,0,19,0,0,0,0,10,0,2,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,3,0,0,0,0,21,0,0,0,0,0,0,20,34,0,0,0,18,0,62,0,0,0,87,22,0,0,173,0,0,0,0,0,491,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-07-31,150,0,24,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1812,21,0,0,0,0,0,23,0,0,0,0,1,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,70,1,20,8,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,112,0,3,0,0,0,0,0,0,0,11,0,3,4,0,0,0,103,468,0,3,0,0,0,167,22,0,0,1836,5,0,0,45,0,0,0,0,0,329,304,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
1996-08-31,88,0,58,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,397,0,0,0,0,0,0,152,0,0,0,0,2,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,1,0,452,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,23,0,0,0,11,0,9,0,0,0,0,0,12,0,0,0,3,7,0,0,0,687,285,0,2,0,10,0,182,19,0,0,290,5,0,0,30,0,0,0,0,0,285,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1996-09-30,554,0,22,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,229,0,0,0,0,0,0,167,0,0,0,0,908,0,16,0,0,0,0,0,0,0,0,3,0,0,0,0,0,24,2,11,29,66,0,0,0,0,0,0,0,0,0,5,0,46,0,0,0,0,0,0,1,0,0,0,25,0,2,0,0,0,2,0,1,0,18,0,15,0,0,0,0,3,0,0,0,0,19,0,14,12,0,0,728,84,0,0,4,0,0,0,0,0,414,135,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
